[V|FLDOS|387997|I|120001|12001|63|71036|2181]
[V|FLDOS|387998|I|120001|12001|63|71039|12790]
[V|FLDOS|387999|I|120001|12003|9|71036|244]
[V|FLDOS|388000|I|120001|12003|9|71039|3172]
[V|FLDOS|388001|I|120001|12005|44|71036|1770]
[V|FLDOS|388002|I|120001|12005|44|71039|17493]
[V|FLDOS|388003|I|120001|12007|14|71036|306]
[V|FLDOS|388004|I|120001|12007|14|71039|3145]
[V|FLDOS|388005|I|120001|12009|174|71036|7770]
[V|FLDOS|388006|I|120001|12009|174|71039|62613]
[V|FLDOS|388007|I|120001|12011|577|71036|8694]
[V|FLDOS|388008|I|120001|12011|577|71039|52934]
[V|FLDOS|388009|I|120001|12013|11|71036|113]
[V|FLDOS|388010|I|120001|12013|11|71039|878]
[V|FLDOS|388011|I|120001|12015|67|71036|2937]
[V|FLDOS|388012|I|120001|12015|67|71039|17535]
[V|FLDOS|388013|I|120001|12017|31|71036|2404]
[V|FLDOS|388014|I|120001|12017|31|71039|20873]
[V|FLDOS|388015|I|120001|12019|47|71036|2526]
[V|FLDOS|388016|I|120001|12019|47|71039|26348]
[V|FLDOS|388017|I|120001|12021|59|71036|3424]
[V|FLDOS|388018|I|120001|12021|59|71039|41097]
[V|FLDOS|388019|I|120001|12023|22|71036|734]
[V|FLDOS|388020|I|120001|12023|22|71039|6709]
[V|FLDOS|388021|I|120001|12027|15|71036|271]
[V|FLDOS|388022|I|120001|12027|15|71039|1706]
[V|FLDOS|388023|I|120001|12029|10|71036|220]
[V|FLDOS|388024|I|120001|12029|10|71039|1343]
[V|FLDOS|388025|I|120001|12031|199|71036|6881]
[V|FLDOS|388026|I|120001|12031|199|71039|67732]
[V|FLDOS|388027|I|120001|12033|79|71036|4819]
[V|FLDOS|388028|I|120001|12033|79|71039|31692]
[V|FLDOS|388029|I|120001|12035|25|71036|1078]
[V|FLDOS|388030|I|120001|12035|25|71039|12193]
[V|FLDOS|388031|I|120001|12037|8|71036|217]
[V|FLDOS|388032|I|120001|12037|8|71039|1095]
[V|FLDOS|388033|I|120001|12039|25|71036|213]
[V|FLDOS|388034|I|120001|12039|25|71039|1733]
[V|FLDOS|388035|I|120001|12041|10|71036|303]
[V|FLDOS|388036|I|120001|12041|10|71039|2197]
[V|FLDOS|388037|I|120001|12043|13|71036|98]
[V|FLDOS|388038|I|120001|12043|13|71039|867]
[V|FLDOS|388039|I|120001|12045|10|71036|263]
[V|FLDOS|388040|I|120001|12045|10|71039|1649]
[V|FLDOS|388041|I|120001|12047|8|71036|100]
[V|FLDOS|388042|I|120001|12047|8|71039|861]
[V|FLDOS|388043|I|120001|12049|12|71036|263]
[V|FLDOS|388044|I|120001|12049|12|71039|2193]
[V|FLDOS|388045|I|120001|12051|10|71036|201]
[V|FLDOS|388046|I|120001|12051|10|71039|2012]
[V|FLDOS|388047|I|120001|12053|32|71036|2651]
[V|FLDOS|388048|I|120001|12053|32|71039|19192]
[V|FLDOS|388049|I|120001|12055|25|71036|1085]
[V|FLDOS|388050|I|120001|12055|25|71039|10731]
[V|FLDOS|388051|I|120001|12057|390|71036|10044]
[V|FLDOS|388052|I|120001|12057|390|71039|85328]
[V|FLDOS|388053|I|120001|12059|8|71036|396]
[V|FLDOS|388054|I|120001|12059|8|71039|2528]
[V|FLDOS|388055|I|120001|12061|36|71036|2411]
[V|FLDOS|388056|I|120001|12061|36|71039|16629]
[V|FLDOS|388057|I|120001|12063|14|71036|335]
[V|FLDOS|388058|I|120001|12063|14|71039|3517]
[V|FLDOS|388059|I|120001|12065|16|71036|224]
[V|FLDOS|388060|I|120001|12065|16|71039|1628]
[V|FLDOS|388061|I|120001|12067|5|71036|63]
[V|FLDOS|388062|I|120001|12067|5|71039|603]
[V|FLDOS|388063|I|120001|12069|102|71036|3601]
[V|FLDOS|388064|I|120001|12069|102|71039|34658]
[V|FLDOS|388065|I|120001|12071|127|71036|8093]
[V|FLDOS|388066|I|120001|12071|127|71039|62629]
[V|FLDOS|388067|I|120001|12073|155|71036|3454]
[V|FLDOS|388068|I|120001|12073|155|71039|19006]
[V|FLDOS|388069|I|120001|12075|13|71036|810]
[V|FLDOS|388070|I|120001|12075|13|71039|4811]
[V|FLDOS|388071|I|120001|12077|0|71036|58]
[V|FLDOS|388072|I|120001|12077|0|71039|415]
[V|FLDOS|388073|I|120001|12079|11|71036|140]
[V|FLDOS|388074|I|120001|12079|11|71039|1397]
[V|FLDOS|388075|I|120001|12081|70|71036|4709]
[V|FLDOS|388076|I|120001|12081|70|71039|37120]
[V|FLDOS|388077|I|120001|12083|125|71036|4723]
[V|FLDOS|388078|I|120001|12083|125|71039|39332]
[V|FLDOS|388079|I|120001|12085|30|71036|4906]
[V|FLDOS|388080|I|120001|12085|30|71039|19507]
[V|FLDOS|388081|I|120001|12086|762|71036|12384]
[V|FLDOS|388082|I|120001|12086|762|71039|89003]
[V|FLDOS|388083|I|120001|12087|33|71036|1196]
[V|FLDOS|388084|I|120001|12087|33|71039|6564]
[V|FLDOS|388085|I|120001|12089|15|71036|1526]
[V|FLDOS|388086|I|120001|12089|15|71039|12869]
[V|FLDOS|388087|I|120001|12091|52|71036|3145]
[V|FLDOS|388088|I|120001|12091|52|71039|22769]
[V|FLDOS|388089|I|120001|12093|11|71036|438]
[V|FLDOS|388090|I|120001|12093|11|71039|3077]
[V|FLDOS|388091|I|120001|12095|247|71036|7996]
[V|FLDOS|388092|I|120001|12095|247|71039|60576]
[V|FLDOS|388093|I|120001|12097|87|71036|1398]
[V|FLDOS|388094|I|120001|12097|87|71039|14167]
[V|FLDOS|388095|I|120001|12099|871|71036|8579]
[V|FLDOS|388096|I|120001|12099|871|71039|67902]
[V|FLDOS|388097|I|120001|12101|110|71036|5354]
[V|FLDOS|388098|I|120001|12101|110|71039|40445]
[V|FLDOS|388099|I|120001|12103|299|71036|12521]
[V|FLDOS|388100|I|120001|12103|299|71039|77840]
[V|FLDOS|388101|I|120001|12105|167|71036|5507]
[V|FLDOS|388102|I|120001|12105|167|71039|53972]
[V|FLDOS|388103|I|120001|12107|35|71036|707]
[V|FLDOS|388104|I|120001|12107|35|71039|6776]
[V|FLDOS|388105|I|120001|12109|46|71036|2729]
[V|FLDOS|388106|I|120001|12109|46|71039|31371]
[V|FLDOS|388107|I|120001|12111|64|71036|2916]
[V|FLDOS|388108|I|120001|12111|64|71039|20207]
[V|FLDOS|388109|I|120001|12113|41|71036|3709]
[V|FLDOS|388110|I|120001|12113|41|71039|21460]
[V|FLDOS|388111|I|120001|12115|99|71036|6675]
[V|FLDOS|388112|I|120001|12115|99|71039|42968]
[V|FLDOS|388113|I|120001|12117|81|71036|4306]
[V|FLDOS|388114|I|120001|12117|81|71039|35989]
[V|FLDOS|388115|I|120001|12119|26|71036|1032]
[V|FLDOS|388116|I|120001|12119|26|71039|23817]
[V|FLDOS|388117|I|120001|12121|16|71036|528]
[V|FLDOS|388118|I|120001|12121|16|71039|4117]
[V|FLDOS|388119|I|120001|12123|14|71036|223]
[V|FLDOS|388120|I|120001|12123|14|71039|1702]
[V|FLDOS|388121|I|120001|12125|13|71036|178]
[V|FLDOS|388122|I|120001|12125|13|71039|1210]
[V|FLDOS|388123|I|120001|12127|125|71036|4813]
[V|FLDOS|388124|I|120001|12127|125|71039|47829]
[V|FLDOS|388125|I|120001|12129|12|71036|465]
[V|FLDOS|388126|I|120001|12129|12|71039|2950]
[V|FLDOS|388127|I|120001|12131|21|71036|2230]
[V|FLDOS|388128|I|120001|12131|21|71039|8659]
[V|FLDOS|388129|I|120001|12133|12|71036|323]
[V|FLDOS|388130|I|120001|12133|12|71039|2745]
[V|FLDOS|388131|I|140011|12033|79|70029|13565]
[V|FLDOS|388132|I|140011|12033|79|69668|21313]
[V|FLDOS|388133|I|140011|12033|79|69933|1737]
[V|FLDOS|388134|I|140011|12059|6|70029|217]
[V|FLDOS|388135|I|140011|12059|6|69668|1517]
[V|FLDOS|388136|I|140011|12059|6|69933|165]
[V|FLDOS|388137|I|140011|12091|52|70029|5515]
[V|FLDOS|388138|I|140011|12091|52|69668|19326]
[V|FLDOS|388139|I|140011|12091|52|69933|1189]
[V|FLDOS|388140|I|140011|12113|41|70029|9181]
[V|FLDOS|388141|I|140011|12113|41|69668|15128]
[V|FLDOS|388142|I|140011|12113|41|69933|953]
[V|FLDOS|388143|I|140011|12131|21|70029|1943]
[V|FLDOS|388144|I|140011|12131|21|69668|7885]
[V|FLDOS|388145|I|140011|12131|21|69933|940]
[V|FLDOS|388146|I|140012|12033|79|69968|8956]
[V|FLDOS|388147|I|140012|12033|79|70383|12710]
[V|FLDOS|388148|I|140012|12059|6|69968|221]
[V|FLDOS|388149|I|140012|12059|6|70383|391]
[V|FLDOS|388150|I|140012|12091|52|69968|2602]
[V|FLDOS|388151|I|140012|12091|52|70383|3888]
[V|FLDOS|388152|I|140012|12113|41|69968|2109]
[V|FLDOS|388153|I|140012|12113|41|70383|4098]
[V|FLDOS|388154|I|140012|12131|21|69968|754]
[V|FLDOS|388155|I|140012|12131|21|70383|1323]
[V|FLDOS|388156|I|140022|12005|44|70409|4548]
[V|FLDOS|388157|I|140022|12005|44|70053|2956]
[V|FLDOS|388158|I|140022|12013|11|70409|601]
[V|FLDOS|388159|I|140022|12013|11|70053|520]
[V|FLDOS|388160|I|140022|12023|19|70409|2242]
[V|FLDOS|388161|I|140022|12023|19|70053|1001]
[V|FLDOS|388162|I|140022|12029|10|70409|540]
[V|FLDOS|388163|I|140022|12029|10|70053|287]
[V|FLDOS|388164|I|140022|12037|8|70409|1159]
[V|FLDOS|388165|I|140022|12037|8|70053|672]
[V|FLDOS|388166|I|140022|12041|10|70409|475]
[V|FLDOS|388167|I|140022|12041|10|70053|267]
[V|FLDOS|388168|I|140022|12045|10|70409|670]
[V|FLDOS|388169|I|140022|12045|10|70053|413]
[V|FLDOS|388170|I|140022|12059|3|70409|224]
[V|FLDOS|388171|I|140022|12059|3|70053|112]
[V|FLDOS|388172|I|140022|12063|14|70409|2692]
[V|FLDOS|388173|I|140022|12063|14|70053|1699]
[V|FLDOS|388174|I|140022|12065|3|70409|76]
[V|FLDOS|388175|I|140022|12065|3|70053|117]
[V|FLDOS|388176|I|140022|12067|5|70409|344]
[V|FLDOS|388177|I|140022|12067|5|70053|158]
[V|FLDOS|388178|I|140022|12073|66|70409|5788]
[V|FLDOS|388179|I|140022|12073|66|70053|14156]
[V|FLDOS|388180|I|140022|12075|13|70409|1673]
[V|FLDOS|388181|I|140022|12075|13|70053|790]
[V|FLDOS|388182|I|140022|12077|0|70409|761]
[V|FLDOS|388183|I|140022|12077|0|70053|625]
[V|FLDOS|388184|I|140022|12083|21|70409|2240]
[V|FLDOS|388185|I|140022|12083|21|70053|1452]
[V|FLDOS|388186|I|140022|12121|16|70409|1476]
[V|FLDOS|388187|I|140022|12121|16|70053|827]
[V|FLDOS|388188|I|140022|12123|14|70409|837]
[V|FLDOS|388189|I|140022|12123|14|70053|990]
[V|FLDOS|388190|I|140022|12129|12|70409|1240]
[V|FLDOS|388191|I|140022|12129|12|70053|1788]
[V|FLDOS|388192|I|140022|12133|12|70409|767]
[V|FLDOS|388193|I|140022|12133|12|70053|494]
[V|FLDOS|388194|I|140031|12001|63|70494|2702]
[V|FLDOS|388195|I|140031|12001|63|69889|12309]
[V|FLDOS|388196|I|140031|12007|14|70494|674]
[V|FLDOS|388197|I|140031|12007|14|69889|2781]
[V|FLDOS|388198|I|140031|12019|47|70494|7395]
[V|FLDOS|388199|I|140031|12019|47|69889|21196]
[V|FLDOS|388200|I|140031|12083|51|70494|4552]
[V|FLDOS|388201|I|140031|12083|51|69889|11479]
[V|FLDOS|388202|I|140031|12107|35|70494|1536]
[V|FLDOS|388203|I|140031|12107|35|69889|5871]
[V|FLDOS|388204|I|140031|12125|13|70494|200]
[V|FLDOS|388205|I|140031|12125|13|69889|1192]
[V|FLDOS|388206|I|140032|12001|63|70146|1903]
[V|FLDOS|388207|I|140032|12001|63|70104|17711]
[V|FLDOS|388208|I|140032|12001|63|69765|9187]
[V|FLDOS|388209|I|140032|12007|14|70146|105]
[V|FLDOS|388210|I|140032|12007|14|70104|943]
[V|FLDOS|388211|I|140032|12007|14|69765|795]
[V|FLDOS|388212|I|140032|12019|47|70146|838]
[V|FLDOS|388213|I|140032|12019|47|70104|4918]
[V|FLDOS|388214|I|140032|12019|47|69765|2447]
[V|FLDOS|388215|I|140032|12083|51|70146|681]
[V|FLDOS|388216|I|140032|12083|51|70104|5463]
[V|FLDOS|388217|I|140032|12083|51|69765|2600]
[V|FLDOS|388218|I|140032|12107|35|70146|325]
[V|FLDOS|388219|I|140032|12107|35|70104|2289]
[V|FLDOS|388220|I|140032|12107|35|69765|2132]
[V|FLDOS|388221|I|140032|12125|13|70146|27]
[V|FLDOS|388222|I|140032|12125|13|70104|301]
[V|FLDOS|388223|I|140032|12125|13|69765|486]
[V|FLDOS|388224|I|140052|12003|9|71051|585]
[V|FLDOS|388225|I|140052|12003|9|70408|781]
