[V|FLDOS|52081|I|120001|12001|56|71036|2046]
[V|FLDOS|52082|I|120001|12001|56|71039|12011]
[V|FLDOS|52083|I|120001|12003|9|71036|244]
[V|FLDOS|52084|I|120001|12003|9|71039|3172]
[V|FLDOS|52085|I|120001|12005|44|71036|1770]
[V|FLDOS|52086|I|120001|12005|44|71039|17493]
[V|FLDOS|52087|I|120001|12007|14|71036|306]
[V|FLDOS|52088|I|120001|12007|14|71039|3145]
[V|FLDOS|52089|I|120001|12009|174|71036|7770]
[V|FLDOS|52090|I|120001|12009|174|71039|62612]
[V|FLDOS|52091|I|120001|12011|415|71036|7696]
[V|FLDOS|52092|I|120001|12011|415|71039|46821]
[V|FLDOS|52093|I|120001|12013|0|71036|0]
[V|FLDOS|52094|I|120001|12013|0|71039|0]
[V|FLDOS|52095|I|120001|12015|37|71036|2379]
[V|FLDOS|52096|I|120001|12015|37|71039|14021]
[V|FLDOS|52097|I|120001|12017|31|71036|2404]
[V|FLDOS|52098|I|120001|12017|31|71039|20873]
[V|FLDOS|52099|I|120001|12019|47|71036|2526]
[V|FLDOS|52100|I|120001|12019|47|71039|26348]
[V|FLDOS|52101|I|120001|12021|59|71036|3424]
[V|FLDOS|52102|I|120001|12021|59|71039|41097]
[V|FLDOS|52103|I|120001|12023|19|71036|703]
[V|FLDOS|52104|I|120001|12023|19|71039|6335]
[V|FLDOS|52105|I|120001|12027|15|71036|271]
[V|FLDOS|52106|I|120001|12027|15|71039|1706]
[V|FLDOS|52107|I|120001|12029|8|71036|177]
[V|FLDOS|52108|I|120001|12029|8|71039|1095]
[V|FLDOS|52109|I|120001|12031|197|71036|6658]
[V|FLDOS|52110|I|120001|12031|197|71039|65386]
[V|FLDOS|52111|I|120001|12033|73|71036|4749]
[V|FLDOS|52112|I|120001|12033|73|71039|31165]
[V|FLDOS|52113|I|120001|12035|25|71036|1078]
[V|FLDOS|52114|I|120001|12035|25|71039|12193]
[V|FLDOS|52115|I|120001|12037|8|71036|217]
[V|FLDOS|52116|I|120001|12037|8|71039|1095]
[V|FLDOS|52117|I|120001|12039|20|71036|183]
[V|FLDOS|52118|I|120001|12039|20|71039|1432]
[V|FLDOS|52119|I|120001|12041|10|71036|303]
[V|FLDOS|52120|I|120001|12041|10|71039|2197]
[V|FLDOS|52121|I|120001|12043|13|71036|98]
[V|FLDOS|52122|I|120001|12043|13|71039|867]
[V|FLDOS|52123|I|120001|12045|10|71036|263]
[V|FLDOS|52124|I|120001|12045|10|71039|1649]
[V|FLDOS|52125|I|120001|12047|8|71036|100]
[V|FLDOS|52126|I|120001|12047|8|71039|861]
[V|FLDOS|52127|I|120001|12049|0|71036|263]
[V|FLDOS|52128|I|120001|12049|0|71039|2193]
[V|FLDOS|52129|I|120001|12051|10|71036|201]
[V|FLDOS|52130|I|120001|12051|10|71039|2012]
[V|FLDOS|52131|I|120001|12053|32|71036|2651]
[V|FLDOS|52132|I|120001|12053|32|71039|19192]
[V|FLDOS|52133|I|120001|12055|24|71036|1064]
[V|FLDOS|52134|I|120001|12055|24|71039|10589]
