ElectionDate	PartyCode	PartyName	RaceCode	RaceName	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
08/28/2018	REP	Republican Party	USS	United States Senator	WAS	Washington	   	 	12	12	De La Fuente	Roque	"Rocky"	323
08/28/2018	REP	Republican Party	USS	United States Senator	ALA	Alachua	   	 	63	63	Scott	Rick		12790
08/28/2018	REP	Republican Party	USS	United States Senator	BAK	Baker	   	 	9	9	Scott	Rick		3172
08/28/2018	REP	Republican Party	USS	United States Senator	BAY	Bay	   	 	44	44	Scott	Rick		17493
08/28/2018	REP	Republican Party	USS	United States Senator	BRA	Bradford	   	 	14	14	Scott	Rick		3145
08/28/2018	REP	Republican Party	USS	United States Senator	BRE	Brevard	   	 	174	174	Scott	Rick		62613
08/28/2018	REP	Republican Party	USS	United States Senator	BRO	Broward	   	 	577	565	Scott	Rick		52137
08/28/2018	REP	Republican Party	USS	United States Senator	CAL	Calhoun	   	 	11	11	Scott	Rick		878
08/28/2018	REP	Republican Party	USS	United States Senator	CHA	Charlotte	   	 	67	67	Scott	Rick		17535
08/28/2018	REP	Republican Party	USS	United States Senator	CIT	Citrus	   	 	31	31	Scott	Rick		20873
08/28/2018	REP	Republican Party	USS	United States Senator	CLA	Clay	   	 	47	47	Scott	Rick		26348
08/28/2018	REP	Republican Party	USS	United States Senator	CLL	Collier	   	 	59	59	Scott	Rick		41097
08/28/2018	REP	Republican Party	USS	United States Senator	CLM	Columbia	   	 	22	22	Scott	Rick		6709
08/28/2018	REP	Republican Party	USS	United States Senator	DAD	Miami-Dade	   	 	762	762	Scott	Rick		88714
08/28/2018	REP	Republican Party	USS	United States Senator	DES	Desoto	   	 	15	15	Scott	Rick		1706
08/28/2018	REP	Republican Party	USS	United States Senator	DIX	Dixie	   	 	10	10	Scott	Rick		1343
08/28/2018	REP	Republican Party	USS	United States Senator	DUV	Duval	   	 	199	199	Scott	Rick		65774
08/28/2018	REP	Republican Party	USS	United States Senator	ESC	Escambia	   	 	79	79	Scott	Rick		31692
08/28/2018	REP	Republican Party	USS	United States Senator	FLA	Flagler	   	 	25	25	Scott	Rick		12193
08/28/2018	REP	Republican Party	USS	United States Senator	FRA	Franklin	   	 	8	8	Scott	Rick		1095
08/28/2018	REP	Republican Party	USS	United States Senator	GAD	Gadsden	   	 	25	25	Scott	Rick		1733
08/28/2018	REP	Republican Party	USS	United States Senator	GIL	Gilchrist	   	 	10	10	Scott	Rick		2197
08/28/2018	REP	Republican Party	USS	United States Senator	GLA	Glades	   	 	13	13	Scott	Rick		867
08/28/2018	REP	Republican Party	USS	United States Senator	GUL	Gulf	   	 	10	10	Scott	Rick		1649
08/28/2018	REP	Republican Party	USS	United States Senator	HAM	Hamilton	   	 	8	8	Scott	Rick		861
08/28/2018	REP	Republican Party	USS	United States Senator	HAR	Hardee	   	 	12	12	Scott	Rick		2193
08/28/2018	REP	Republican Party	USS	United States Senator	HEN	Hendry	   	 	10	10	Scott	Rick		2012
08/28/2018	REP	Republican Party	USS	United States Senator	HER	Hernando	   	 	64	64	Scott	Rick		19192
08/28/2018	REP	Republican Party	USS	United States Senator	HIG	Highlands	   	 	25	25	Scott	Rick		10731
08/28/2018	REP	Republican Party	USS	United States Senator	HIL	Hillsborough	   	 	390	378	Scott	Rick		82563
08/28/2018	REP	Republican Party	USS	United States Senator	HOL	Holmes	   	 	8	8	Scott	Rick		2528
08/28/2018	REP	Republican Party	USS	United States Senator	IND	Indian River	   	 	36	36	Scott	Rick		16629
08/28/2018	REP	Republican Party	USS	United States Senator	JAC	Jackson	   	 	14	14	Scott	Rick		3517
08/28/2018	REP	Republican Party	USS	United States Senator	JEF	Jefferson	   	 	16	16	Scott	Rick		1628
08/28/2018	REP	Republican Party	USS	United States Senator	LAF	Lafayette	   	 	5	5	Scott	Rick		603
08/28/2018	REP	Republican Party	USS	United States Senator	LAK	Lake	   	 	102	102	Scott	Rick		34658
08/28/2018	REP	Republican Party	USS	United States Senator	LEE	Lee	   	 	127	127	Scott	Rick		62629
08/28/2018	REP	Republican Party	USS	United States Senator	LEO	Leon	   	 	155	155	Scott	Rick		19006
08/28/2018	REP	Republican Party	USS	United States Senator	LEV	Levy	   	 	13	13	Scott	Rick		4811
08/28/2018	REP	Republican Party	USS	United States Senator	LIB	Liberty	   	 	8	0	Scott	Rick		415
08/28/2018	REP	Republican Party	USS	United States Senator	MAD	Madison	   	 	11	11	Scott	Rick		1397
08/28/2018	REP	Republican Party	USS	United States Senator	MAN	Manatee	   	 	70	70	Scott	Rick		37120
08/28/2018	REP	Republican Party	USS	United States Senator	MON	Monroe	   	 	33	33	Scott	Rick		6564
08/28/2018	REP	Republican Party	USS	United States Senator	MRN	Marion	   	 	125	125	Scott	Rick		39332
08/28/2018	REP	Republican Party	USS	United States Senator	MRT	Martin	   	 	30	30	Scott	Rick		19507
08/28/2018	REP	Republican Party	USS	United States Senator	NAS	Nassau	   	 	15	15	Scott	Rick		12869
08/28/2018	REP	Republican Party	USS	United States Senator	OKA	Okaloosa	   	 	52	51	Scott	Rick		22765
08/28/2018	REP	Republican Party	USS	United States Senator	OKE	Okeechobee	   	 	11	11	Scott	Rick		3077
08/28/2018	REP	Republican Party	USS	United States Senator	ORA	Orange	   	 	247	247	Scott	Rick		60014
08/28/2018	REP	Republican Party	USS	United States Senator	OSC	Osceola	   	 	87	87	Scott	Rick		14167
08/28/2018	REP	Republican Party	USS	United States Senator	PAL	Palm Beach	   	 	871	853	Scott	Rick		63983
08/28/2018	REP	Republican Party	USS	United States Senator	PAS	Pasco	   	 	110	110	Scott	Rick		40445
08/28/2018	REP	Republican Party	USS	United States Senator	PIN	Pinellas	   	 	299	299	Scott	Rick		77775
08/28/2018	REP	Republican Party	USS	United States Senator	POL	Polk	   	 	167	167	Scott	Rick		53972
08/28/2018	REP	Republican Party	USS	United States Senator	PUT	Putnam	   	 	35	35	Scott	Rick		6776
08/28/2018	REP	Republican Party	USS	United States Senator	SAN	Santa Rosa	   	 	41	41	Scott	Rick		21460
08/28/2018	REP	Republican Party	USS	United States Senator	SAR	Sarasota	   	 	101	101	Scott	Rick		42968
08/28/2018	REP	Republican Party	USS	United States Senator	SEM	Seminole	   	 	81	81	Scott	Rick		35989
08/28/2018	REP	Republican Party	USS	United States Senator	STJ	St. Johns	   	 	46	46	Scott	Rick		31371
08/28/2018	REP	Republican Party	USS	United States Senator	STL	St. Lucie	   	 	64	64	Scott	Rick		20207
08/28/2018	REP	Republican Party	USS	United States Senator	SUM	Sumter	   	 	26	26	Scott	Rick		23817
08/28/2018	REP	Republican Party	USS	United States Senator	SUW	Suwannee	   	 	16	16	Scott	Rick		4117
08/28/2018	REP	Republican Party	USS	United States Senator	TAY	Taylor	   	 	14	14	Scott	Rick		1702
08/28/2018	REP	Republican Party	USS	United States Senator	UNI	Union	   	 	8	8	Scott	Rick		1210
08/28/2018	REP	Republican Party	USS	United States Senator	VOL	Volusia	   	 	125	125	Scott	Rick		47829
08/28/2018	REP	Republican Party	USS	United States Senator	WAK	Wakulla	   	 	12	12	Scott	Rick		2950
08/28/2018	REP	Republican Party	USS	United States Senator	WAL	Walton	   	 	21	21	Scott	Rick		8659
08/28/2018	REP	Republican Party	USS	United States Senator	WAS	Washington	   	 	12	12	Scott	Rick		2745
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	79	79	Dosev	Cris		13565
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Dosev	Cris		217
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	51	Dosev	Cris		5514
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Dosev	Cris		9181
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Dosev	Cris		1943
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	79	79	Gaetz	Matt		21313
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Gaetz	Matt		1517
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	51	Gaetz	Matt		19324
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Gaetz	Matt		15128
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Gaetz	Matt		7885
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	79	79	Mills	John		1737
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Mills	John		165
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	51	Mills	John		1188
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Mills	John		953
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Mills	John		940
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	79	79	Ehr	Phil		8956
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Ehr	Phil		221
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	51	Ehr	Phil		2602
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Ehr	Phil		2109
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Ehr	Phil		754
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	79	79	Zimmerman	Jennifer	M.	12710
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Zimmerman	Jennifer	M.	391
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	51	Zimmerman	Jennifer	M.	3888
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Zimmerman	Jennifer	M.	4098
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Zimmerman	Jennifer	M.	1323
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	BAY	Bay	002	 	44	44	Peters	Brandon		4548
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	CAL	Calhoun	002	 	11	11	Peters	Brandon		601
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	CLM	Columbia	002	 	19	19	Peters	Brandon		2242
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	DIX	Dixie	002	 	10	10	Peters	Brandon		540
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	FRA	Franklin	002	 	8	8	Peters	Brandon		1159
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	GIL	Gilchrist	002	 	10	10	Peters	Brandon		475
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	GUL	Gulf	002	 	10	10	Peters	Brandon		670
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	HOL	Holmes	002	 	3	3	Peters	Brandon		224
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	JAC	Jackson	002	 	14	14	Peters	Brandon		2692
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	JEF	Jefferson	002	 	3	3	Peters	Brandon		76
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LAF	Lafayette	002	 	5	5	Peters	Brandon		344
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LEO	Leon	002	 	66	66	Peters	Brandon		5788
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LEV	Levy	002	 	13	13	Peters	Brandon		1673
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LIB	Liberty	002	 	8	0	Peters	Brandon		761
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	MRN	Marion	002	 	21	21	Peters	Brandon		2240
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	SUW	Suwannee	002	 	16	16	Peters	Brandon		1476
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	TAY	Taylor	002	 	14	14	Peters	Brandon		837
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	WAK	Wakulla	002	 	12	12	Peters	Brandon		1240
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	WAS	Washington	002	 	12	12	Peters	Brandon		767
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	BAY	Bay	002	 	44	44	Rackleff	Bob		2956
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	CAL	Calhoun	002	 	11	11	Rackleff	Bob		520
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	CLM	Columbia	002	 	19	19	Rackleff	Bob		1001
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	DIX	Dixie	002	 	10	10	Rackleff	Bob		287
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	FRA	Franklin	002	 	8	8	Rackleff	Bob		672
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	GIL	Gilchrist	002	 	10	10	Rackleff	Bob		267
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	GUL	Gulf	002	 	10	10	Rackleff	Bob		413
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	HOL	Holmes	002	 	3	3	Rackleff	Bob		112
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	JAC	Jackson	002	 	14	14	Rackleff	Bob		1699
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	JEF	Jefferson	002	 	3	3	Rackleff	Bob		117
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LAF	Lafayette	002	 	5	5	Rackleff	Bob		158
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LEO	Leon	002	 	66	66	Rackleff	Bob		14156
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LEV	Levy	002	 	13	13	Rackleff	Bob		790
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	LIB	Liberty	002	 	8	0	Rackleff	Bob		625
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	MRN	Marion	002	 	21	21	Rackleff	Bob		1452
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	SUW	Suwannee	002	 	16	16	Rackleff	Bob		827
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	TAY	Taylor	002	 	14	14	Rackleff	Bob		990
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	WAK	Wakulla	002	 	12	12	Rackleff	Bob		1788
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 2	WAS	Washington	002	 	12	12	Rackleff	Bob		494
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Sapp	Judson		2702
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Sapp	Judson		674
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Sapp	Judson		7395
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Sapp	Judson		4552
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Sapp	Judson		1536
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Sapp	Judson		200
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Yoho	Ted		12309
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Yoho	Ted		2781
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Yoho	Ted		21196
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Yoho	Ted		11479
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Yoho	Ted		5871
08/28/2018	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Yoho	Ted		1192
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Gosai	Dushyant	Jethagir	1903
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Gosai	Dushyant	Jethagir	105
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Gosai	Dushyant	Jethagir	838
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Gosai	Dushyant	Jethagir	681
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Gosai	Dushyant	Jethagir	325
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Gosai	Dushyant	Jethagir	27
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Hayes Hinson	Yvonne		17711
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Hayes Hinson	Yvonne		943
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Hayes Hinson	Yvonne		4918
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Hayes Hinson	Yvonne		5463
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Hayes Hinson	Yvonne		2289
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Hayes Hinson	Yvonne		301
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Wells	Tom		9187
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Wells	Tom		795
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Wells	Tom		2447
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Wells	Tom		2600
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Wells	Tom		2132
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Wells	Tom		486
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 5	BAK	Baker	005	 	9	9	Brown	Alvin		585
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 5	CLM	Columbia	005	 	9	9	Brown	Alvin		554
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 5	DUV	Duval	005	 	106	106	Brown	Alvin		26692
08/28/2018	DEM	Democratic Party	USR	Representative in Congress, District 5	GAD	Gadsden	005	 	25	25	Brown	Alvin		1559
