id,raceid,racetype,racetypeid,ballotorder,candidateid,description,delegatecount,electiondate,electtotal,electwon,fipscode,first,incumbent,initialization_data,is_ballot_measure,last,lastupdated,level,national,officeid,officename,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,reportingunitid,reportingunitname,runoff,seatname,seatnum,statename,statepostal,test,uncontested,votecount,votepct,winner
floridaofficial-140172-12027,140172,Democratic Primary,Democratic Primary,997653,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,15,1,15,12027,Desoto,,,,Florida,FL,,,667,0.32648,
floridaofficial-140172-12043,140172,Democratic Primary,Democratic Primary,997654,floridaofficial-69497,,,,,,,April,,,,Freeman,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-69497,,13,1,13,12043,Glades,,,,Florida,FL,,,415,0.67261,
floridaofficial-140172-12043,140172,Democratic Primary,Democratic Primary,997655,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,13,1,13,12043,Glades,,,,Florida,FL,,,202,0.32739,
floridaofficial-140172-12049,140172,Democratic Primary,Democratic Primary,997656,floridaofficial-69497,,,,,,,April,,,,Freeman,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-69497,,12,1,12,12049,Hardee,,,,Florida,FL,,,669,0.70719,
floridaofficial-140172-12049,140172,Democratic Primary,Democratic Primary,997657,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,12,1,12,12049,Hardee,,,,Florida,FL,,,277,0.29281,
floridaofficial-140172-12055,140172,Democratic Primary,Democratic Primary,997658,floridaofficial-69497,,,,,,,April,,,,Freeman,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-69497,,25,1,25,12055,Highlands,,,,Florida,FL,,,3358,0.67106,
floridaofficial-140172-12055,140172,Democratic Primary,Democratic Primary,997659,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,25,1,25,12055,Highlands,,,,Florida,FL,,,1646,0.32894,
floridaofficial-140172-12071,140172,Democratic Primary,Democratic Primary,997660,floridaofficial-69497,,,,,,,April,,,,Freeman,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-69497,,15,1,15,12071,Lee,,,,Florida,FL,,,2869,0.78797,
floridaofficial-140172-12071,140172,Democratic Primary,Democratic Primary,997661,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,15,1,15,12071,Lee,,,,Florida,FL,,,772,0.21203,
floridaofficial-140172-12093,140172,Democratic Primary,Democratic Primary,997662,floridaofficial-69497,,,,,,,April,,,,Freeman,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-69497,,11,1,11,12093,Okeechobee,,,,Florida,FL,,,1140,0.70984,
floridaofficial-140172-12093,140172,Democratic Primary,Democratic Primary,997663,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,11,1,11,12093,Okeechobee,,,,Florida,FL,,,466,0.29016,
floridaofficial-140172-12105,140172,Democratic Primary,Democratic Primary,997664,floridaofficial-69497,,,,,,,April,,,,Freeman,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-69497,,25,1,25,12105,Polk,,,,Florida,FL,,,3416,0.71420,
floridaofficial-140172-12105,140172,Democratic Primary,Democratic Primary,997665,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,25,1,25,12105,Polk,,,,Florida,FL,,,1367,0.28580,
floridaofficial-140172-12115,140172,Democratic Primary,Democratic Primary,997666,floridaofficial-69497,,,,,,,April,,,,Freeman,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-69497,,51,1,51,12115,Sarasota,,,,Florida,FL,,,11619,0.82562,
floridaofficial-140172-12115,140172,Democratic Primary,Democratic Primary,997667,floridaofficial-70045,,,,,,,Bill,,,,Pollard,,,FALSE,,"Representative in Congress, District 17",Democratic Party,floridaofficial-70045,,51,1,51,12115,Sarasota,,,,Florida,FL,,,2454,0.17438,
floridaofficial-140181-12085,140181,Republican Primary,Republican Primary,997668,floridaofficial-70691,,,,,,,Dave,,,,Cummings,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70691,,30,1,30,12085,Martin,,,,Florida,FL,,,2387,0.097226,
floridaofficial-140181-12085,140181,Republican Primary,Republican Primary,997669,floridaofficial-70857,,,,,,,Mark,,,,Freeman,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70857,,30,1,30,12085,Martin,,,,Florida,FL,,,2492,0.10150,
floridaofficial-140181-12085,140181,Republican Primary,Republican Primary,997670,floridaofficial-70303,,,,,,,Brian,,,,Mast,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70303,,30,1,30,12085,Martin,,,,Florida,FL,,,19672,0.80127,
floridaofficial-140181-12099,140181,Republican Primary,Republican Primary,997671,floridaofficial-70691,,,,,,,Dave,,,,Cummings,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70691,,253,1,253,12099,Palm Beach,,,,Florida,FL,,,2662,0.11178,
floridaofficial-140181-12099,140181,Republican Primary,Republican Primary,997672,floridaofficial-70857,,,,,,,Mark,,,,Freeman,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70857,,253,1,253,12099,Palm Beach,,,,Florida,FL,,,2978,0.12505,
floridaofficial-140181-12099,140181,Republican Primary,Republican Primary,997673,floridaofficial-70303,,,,,,,Brian,,,,Mast,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70303,,253,1,253,12099,Palm Beach,,,,Florida,FL,,,18175,0.76317,
floridaofficial-140181-12111,140181,Republican Primary,Republican Primary,997674,floridaofficial-70691,,,,,,,Dave,,,,Cummings,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70691,,64,1,64,12111,St. Lucie,,,,Florida,FL,,,2822,0.12263,
floridaofficial-140181-12111,140181,Republican Primary,Republican Primary,997675,floridaofficial-70857,,,,,,,Mark,,,,Freeman,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70857,,64,1,64,12111,St. Lucie,,,,Florida,FL,,,2611,0.11346,
floridaofficial-140181-12111,140181,Republican Primary,Republican Primary,997676,floridaofficial-70303,,,,,,,Brian,,,,Mast,,,FALSE,,"Representative in Congress, District 18",Republican Party,floridaofficial-70303,,64,1,64,12111,St. Lucie,,,,Florida,FL,,,17580,0.76392,
floridaofficial-140182-12085,140182,Democratic Primary,Democratic Primary,997677,floridaofficial-70641,,,,,,,Lauren,,,,Baer,,,FALSE,,"Representative in Congress, District 18",Democratic Party,floridaofficial-70641,,30,1,30,12085,Martin,,,,Florida,FL,,,6859,0.64355,
floridaofficial-140182-12085,140182,Democratic Primary,Democratic Primary,997678,floridaofficial-71054,,,,,,,Pam,,,,Keith,,,FALSE,,"Representative in Congress, District 18",Democratic Party,floridaofficial-71054,,30,1,30,12085,Martin,,,,Florida,FL,,,3799,0.35645,
floridaofficial-140182-12099,140182,Democratic Primary,Democratic Primary,997679,floridaofficial-70641,,,,,,,Lauren,,,,Baer,,,FALSE,,"Representative in Congress, District 18",Democratic Party,floridaofficial-70641,,253,1,253,12099,Palm Beach,,,,Florida,FL,,,14639,0.63145,
floridaofficial-140182-12099,140182,Democratic Primary,Democratic Primary,997680,floridaofficial-71054,,,,,,,Pam,,,,Keith,,,FALSE,,"Representative in Congress, District 18",Democratic Party,floridaofficial-71054,,253,1,253,12099,Palm Beach,,,,Florida,FL,,,8544,0.36855,
floridaofficial-140182-12111,140182,Democratic Primary,Democratic Primary,997681,floridaofficial-70641,,,,,,,Lauren,,,,Baer,,,FALSE,,"Representative in Congress, District 18",Democratic Party,floridaofficial-70641,,64,1,64,12111,St. Lucie,,,,Florida,FL,,,13424,0.55729,
floridaofficial-140182-12111,140182,Democratic Primary,Democratic Primary,997682,floridaofficial-71054,,,,,,,Pam,,,,Keith,,,FALSE,,"Representative in Congress, District 18",Democratic Party,floridaofficial-71054,,64,1,64,12111,St. Lucie,,,,Florida,FL,,,10664,0.44271,
floridaofficial-140192-12021,140192,Democratic Primary,Democratic Primary,997683,floridaofficial-69964,,,,,,,David,,,,Holden,,,FALSE,,"Representative in Congress, District 19",Democratic Party,floridaofficial-69964,,35,1,35,12021,Collier,,,,Florida,FL,,,6381,0.76991,
floridaofficial-140192-12021,140192,Democratic Primary,Democratic Primary,997684,floridaofficial-69939,,,,,,,Todd,,,,Truax,,,FALSE,,"Representative in Congress, District 19",Democratic Party,floridaofficial-69939,,35,1,35,12021,Collier,,,,Florida,FL,,,1907,0.23009,
floridaofficial-140192-12071,140192,Democratic Primary,Democratic Primary,997685,floridaofficial-69964,,,,,,,David,,,,Holden,,,FALSE,,"Representative in Congress, District 19",Democratic Party,floridaofficial-69964,,113,1,113,12071,Lee,,,,Florida,FL,,,18009,0.65215,
floridaofficial-140192-12071,140192,Democratic Primary,Democratic Primary,997686,floridaofficial-69939,,,,,,,Todd,,,,Truax,,,FALSE,,"Representative in Congress, District 19",Democratic Party,floridaofficial-69939,,113,1,113,12071,Lee,,,,Florida,FL,,,9606,0.34785,
floridaofficial-140202-12011,140202,Democratic Primary,Democratic Primary,997687,floridaofficial-71090,,,,,,,Sheila,,,,Cherfilus-McCormick,,,FALSE,,"Representative in Congress, District 20",Democratic Party,floridaofficial-71090,,150,1,150,12011,Broward,,,,Florida,FL,,,12416,0.25497,
floridaofficial-140202-12011,140202,Democratic Primary,Democratic Primary,997688,floridaofficial-70453,,,,,,,Alcee,,,,Hastings,,,FALSE,,"Representative in Congress, District 20",Democratic Party,floridaofficial-70453,,150,1,150,12011,Broward,,,,Florida,FL,,,36279,0.74503,
floridaofficial-140202-12099,140202,Democratic Primary,Democratic Primary,997689,floridaofficial-71090,,,,,,,Sheila,,,,Cherfilus-McCormick,,,FALSE,,"Representative in Congress, District 20",Democratic Party,floridaofficial-71090,,146,1,146,12099,Palm Beach,,,,Florida,FL,,,5615,0.28574,
floridaofficial-140202-12099,140202,Democratic Primary,Democratic Primary,997690,floridaofficial-70453,,,,,,,Alcee,,,,Hastings,,,FALSE,,"Representative in Congress, District 20",Democratic Party,floridaofficial-70453,,146,1,146,12099,Palm Beach,,,,Florida,FL,,,14036,0.71426,
floridaofficial-140221-12011,140221,Republican Primary,Republican Primary,997691,floridaofficial-70052,,,,,,,Nicolas,,,,Kimaz,,,FALSE,,"Representative in Congress, District 22",Republican Party,floridaofficial-70052,,212,1,212,12011,Broward,,,,Florida,FL,,,10650,0.41961,
floridaofficial-140221-12011,140221,Republican Primary,Republican Primary,997692,floridaofficial-71064,,,,,,,Javier,,,,Manjarres,,,FALSE,,"Representative in Congress, District 22",Republican Party,floridaofficial-71064,,212,1,212,12011,Broward,,,,Florida,FL,,,8670,0.34159,
floridaofficial-140221-12011,140221,Republican Primary,Republican Primary,997693,floridaofficial-71055,,,,,,,Eddison,,,,Walters,,,FALSE,,"Representative in Congress, District 22",Republican Party,floridaofficial-71055,,212,1,212,12011,Broward,,,,Florida,FL,,,6061,0.23880,
floridaofficial-140221-12099,140221,Republican Primary,Republican Primary,997694,floridaofficial-70052,,,,,,,Nicolas,,,,Kimaz,,,FALSE,,"Representative in Congress, District 22",Republican Party,floridaofficial-70052,,59,1,59,12099,Palm Beach,,,,Florida,FL,,,3289,0.38001,
floridaofficial-140221-12099,140221,Republican Primary,Republican Primary,997695,floridaofficial-71064,,,,,,,Javier,,,,Manjarres,,,FALSE,,"Representative in Congress, District 22",Republican Party,floridaofficial-71064,,59,1,59,12099,Palm Beach,,,,Florida,FL,,,2882,0.33299,
floridaofficial-140221-12099,140221,Republican Primary,Republican Primary,997696,floridaofficial-71055,,,,,,,Eddison,,,,Walters,,,FALSE,,"Representative in Congress, District 22",Republican Party,floridaofficial-71055,,59,1,59,12099,Palm Beach,,,,Florida,FL,,,2484,0.28700,
floridaofficial-140222-12011,140222,Democratic Primary,Democratic Primary,997697,floridaofficial-70901,,,,,,,Ted,,,,Deutch,,,FALSE,,"Representative in Congress, District 22",Democratic Party,floridaofficial-70901,,212,1,212,12011,Broward,,,,Florida,FL,,,42016,0.85449,
floridaofficial-140222-12011,140222,Democratic Primary,Democratic Primary,997698,floridaofficial-70858,,,,,,,Jeff,,,,Fandl,,,FALSE,,"Representative in Congress, District 22",Democratic Party,floridaofficial-70858,,212,1,212,12011,Broward,,,,Florida,FL,,,7155,0.14551,
floridaofficial-140222-12099,140222,Democratic Primary,Democratic Primary,997699,floridaofficial-70901,,,,,,,Ted,,,,Deutch,,,FALSE,,"Representative in Congress, District 22",Democratic Party,floridaofficial-70901,,59,1,59,12099,Palm Beach,,,,Florida,FL,,,10612,0.90981,
floridaofficial-140222-12099,140222,Democratic Primary,Democratic Primary,997700,floridaofficial-70858,,,,,,,Jeff,,,,Fandl,,,FALSE,,"Representative in Congress, District 22",Democratic Party,floridaofficial-70858,,59,1,59,12099,Palm Beach,,,,Florida,FL,,,1052,0.090192,
floridaofficial-140231-12011,140231,Republican Primary,Republican Primary,997701,floridaofficial-69473,,,,,,,Joseph,,,,Kaufman,,,FALSE,,"Representative in Congress, District 23",Republican Party,floridaofficial-69473,,211,1,211,12011,Broward,,,,Florida,FL,,,10181,0.43678,
floridaofficial-140231-12011,140231,Republican Primary,Republican Primary,997702,floridaofficial-70028,,,,,,,Carlos,,,,Reyes,,,FALSE,,"Representative in Congress, District 23",Republican Party,floridaofficial-70028,,211,1,211,12011,Broward,,,,Florida,FL,,,7994,0.34296,
floridaofficial-140231-12011,140231,Republican Primary,Republican Primary,997703,floridaofficial-69810,,,,,,,Carla,,,,Spalding,,,FALSE,,"Representative in Congress, District 23",Republican Party,floridaofficial-69810,,211,1,211,12011,Broward,,,,Florida,FL,,,5134,0.22026,
floridaofficial-140231-12086,140231,Republican Primary,Republican Primary,997704,floridaofficial-69473,,,,,,,Joseph,,,,Kaufman,,,FALSE,,"Representative in Congress, District 23",Republican Party,floridaofficial-69473,,21,1,21,12086,Miami-Dade,,,,Florida,FL,,,1123,0.57413,
floridaofficial-140231-12086,140231,Republican Primary,Republican Primary,997705,floridaofficial-70028,,,,,,,Carlos,,,,Reyes,,,FALSE,,"Representative in Congress, District 23",Republican Party,floridaofficial-70028,,21,1,21,12086,Miami-Dade,,,,Florida,FL,,,514,0.26278,
floridaofficial-140231-12086,140231,Republican Primary,Republican Primary,997706,floridaofficial-69810,,,,,,,Carla,,,,Spalding,,,FALSE,,"Representative in Congress, District 23",Republican Party,floridaofficial-69810,,21,1,21,12086,Miami-Dade,,,,Florida,FL,,,319,0.16309,
floridaofficial-140242-12011,140242,Democratic Primary,Democratic Primary,997707,floridaofficial-71066,,,,,,,Ricardo,,,,De La Fuente,,,FALSE,,"Representative in Congress, District 24",Democratic Party,floridaofficial-71066,,33,1,33,12011,Broward,,,,Florida,FL,,,2143,0.26581,
floridaofficial-140242-12011,140242,Democratic Primary,Democratic Primary,997708,floridaofficial-70947,,,,,,,Frederica,,,,Wilson,,,FALSE,,"Representative in Congress, District 24",Democratic Party,floridaofficial-70947,,33,1,33,12011,Broward,,,,Florida,FL,,,5919,0.73419,
floridaofficial-140242-12086,140242,Democratic Primary,Democratic Primary,997709,floridaofficial-71066,,,,,,,Ricardo,,,,De La Fuente,,,FALSE,,"Representative in Congress, District 24",Democratic Party,floridaofficial-71066,,210,1,210,12086,Miami-Dade,,,,Florida,FL,,,10690,0.15128,
floridaofficial-140242-12086,140242,Democratic Primary,Democratic Primary,997710,floridaofficial-70947,,,,,,,Frederica,,,,Wilson,,,FALSE,,"Representative in Congress, District 24",Democratic Party,floridaofficial-70947,,210,1,210,12086,Miami-Dade,,,,Florida,FL,,,59975,0.84872,
floridaofficial-140261-12086,140261,Republican Primary,Republican Primary,997711,floridaofficial-69824,,,,,,,Carlos,,,,Curbelo,,,FALSE,,"Representative in Congress, District 26",Republican Party,floridaofficial-69824,,193,1,193,12086,Miami-Dade,,,,Florida,FL,,,23147,0.84030,
floridaofficial-140261-12086,140261,Republican Primary,Republican Primary,997712,floridaofficial-70239,,,,,,,Souraya,,,,Faas,,,FALSE,,"Representative in Congress, District 26",Republican Party,floridaofficial-70239,,193,1,193,12086,Miami-Dade,,,,Florida,FL,,,4399,0.15970,
floridaofficial-140261-12087,140261,Republican Primary,Republican Primary,997713,floridaofficial-69824,,,,,,,Carlos,,,,Curbelo,,,FALSE,,"Representative in Congress, District 26",Republican Party,floridaofficial-69824,,33,1,33,12087,Monroe,,,,Florida,FL,,,6359,0.83792,
floridaofficial-140261-12087,140261,Republican Primary,Republican Primary,997714,floridaofficial-70239,,,,,,,Souraya,,,,Faas,,,FALSE,,"Representative in Congress, District 26",Republican Party,floridaofficial-70239,,33,1,33,12087,Monroe,,,,Florida,FL,,,1230,0.16208,
floridaofficial-140262-12086,140262,Democratic Primary,Democratic Primary,997715,floridaofficial-70719,,,,,,,Demetries,,,,Grimes,,,FALSE,,"Representative in Congress, District 26",Democratic Party,floridaofficial-70719,,193,1,193,12086,Miami-Dade,,,,Florida,FL,,,9958,0.38439,
floridaofficial-140262-12086,140262,Democratic Primary,Democratic Primary,997716,floridaofficial-70903,,,,,,,Debbie,,,,Mucarsel-Powell,,,FALSE,,"Representative in Congress, District 26",Democratic Party,floridaofficial-70903,,193,1,193,12086,Miami-Dade,,,,Florida,FL,,,15948,0.61561,
floridaofficial-140262-12087,140262,Democratic Primary,Democratic Primary,997717,floridaofficial-70719,,,,,,,Demetries,,,,Grimes,,,FALSE,,"Representative in Congress, District 26",Democratic Party,floridaofficial-70719,,33,1,33,12087,Monroe,,,,Florida,FL,,,2137,0.29738,
floridaofficial-140262-12087,140262,Democratic Primary,Democratic Primary,997718,floridaofficial-70903,,,,,,,Debbie,,,,Mucarsel-Powell,,,FALSE,,"Representative in Congress, District 26",Democratic Party,floridaofficial-70903,,33,1,33,12087,Monroe,,,,Florida,FL,,,5049,0.70262,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997719,floridaofficial-70441,,,,,,,Elizabeth,,,,Adadi,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-70441,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,775,0.019844,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997720,floridaofficial-71053,,,,,,,Bruno,,,,Barreiro,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-71053,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,10026,0.25672,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997721,floridaofficial-70906,,,,,,,Angie,,,,Chirino,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-70906,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,2677,0.068546,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997722,floridaofficial-70945,,,,,,,Stephen,,,,Marks,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-70945,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,2733,0.069980,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997723,floridaofficial-70497,,,,,,,Michael,,,,Ohevzion,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-70497,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,1467,0.037563,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997724,floridaofficial-69795,,,,,,,Maria,,,,Peiro,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-69795,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,3120,0.079889,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997725,floridaofficial-71074,,,,,,,Bettina,,,,Rodriguez Aguilera,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-71074,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,1684,0.043120,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997726,floridaofficial-71000,,,,,,,Maria,,,,Salazar,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-71000,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,15812,0.40488,
floridaofficial-140271-12086,140271,Republican Primary,Republican Primary,997727,floridaofficial-71063,,,,,,,Gina,,,,Sosa,,,FALSE,,"Representative in Congress, District 27",Republican Party,floridaofficial-71063,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,760,0.019460,
floridaofficial-140272-12086,140272,Democratic Primary,Democratic Primary,997728,floridaofficial-69753,,,,,,,Kristen,,,,Gonzalez,,,FALSE,,"Representative in Congress, District 27",Democratic Party,floridaofficial-69753,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,7783,0.17545,
floridaofficial-140272-12086,140272,Democratic Primary,Democratic Primary,997729,floridaofficial-71062,,,,,,,Matt,,,,Haggman,,,FALSE,,"Representative in Congress, District 27",Democratic Party,floridaofficial-71062,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,7510,0.16930,
floridaofficial-140272-12086,140272,Democratic Primary,Democratic Primary,997730,floridaofficial-69648,,,,,,,Michael,,,,Hepburn,,,FALSE,,"Representative in Congress, District 27",Democratic Party,floridaofficial-69648,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,2723,0.061384,
floridaofficial-140272-12086,140272,Democratic Primary,Democratic Primary,997731,floridaofficial-70550,,,,,,,David,,,,Richardson,,,FALSE,,"Representative in Congress, District 27",Democratic Party,floridaofficial-70550,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,12191,0.27482,
floridaofficial-140272-12086,140272,Democratic Primary,Democratic Primary,997732,floridaofficial-71037,,,,,,,Donna,,,,Shalala,,,FALSE,,"Representative in Congress, District 27",Democratic Party,floridaofficial-71037,,232,1,232,12086,Miami-Dade,,,,Florida,FL,,,14153,0.31905,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997733,floridaofficial-69791,,,,,,,Don,,,,Baldauf,,,FALSE,,Governor,Republican Party,floridaofficial-69791,,63,1,63,12001,Alachua,,,,Florida,FL,,,119,0.0081440,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997734,floridaofficial-70276,,,,,,,Ron,,,,DeSantis,,,FALSE,,Governor,Republican Party,floridaofficial-70276,,63,1,63,12001,Alachua,,,,Florida,FL,,,7458,0.51040,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997735,floridaofficial-69578,,,,,,,Timothy,,,,Devine,,,FALSE,,Governor,Republican Party,floridaofficial-69578,,63,1,63,12001,Alachua,,,,Florida,FL,,,181,0.012387,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997736,floridaofficial-72545,,,,,,,Bob,,,,Langford,,,FALSE,,Governor,Republican Party,floridaofficial-72545,,63,1,63,12001,Alachua,,,,Florida,FL,,,271,0.018546,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997737,floridaofficial-70102,,,,,,,John,,,,Mercadante,,,FALSE,,Governor,Republican Party,floridaofficial-70102,,63,1,63,12001,Alachua,,,,Florida,FL,,,225,0.015398,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997738,floridaofficial-69731,,,,,,,Bruce,,,,Nathan,,,FALSE,,Governor,Republican Party,floridaofficial-69731,,63,1,63,12001,Alachua,,,,Florida,FL,,,133,0.0091021,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997739,floridaofficial-69783,,,,,,,Adam,,,,Putnam,,,FALSE,,Governor,Republican Party,floridaofficial-69783,,63,1,63,12001,Alachua,,,,Florida,FL,,,5874,0.40200,
floridaofficial-160001-12001,160001,Republican Primary,Republican Primary,997740,floridaofficial-69828,,,,,,,Bob,,,,White,,,FALSE,,Governor,Republican Party,floridaofficial-69828,,63,1,63,12001,Alachua,,,,Florida,FL,,,351,0.024021,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997741,floridaofficial-69791,,,,,,,Don,,,,Baldauf,,,FALSE,,Governor,Republican Party,floridaofficial-69791,,9,1,9,12003,Baker,,,,Florida,FL,,,16,0.0047004,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997742,floridaofficial-70276,,,,,,,Ron,,,,DeSantis,,,FALSE,,Governor,Republican Party,floridaofficial-70276,,9,1,9,12003,Baker,,,,Florida,FL,,,1703,0.50029,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997743,floridaofficial-69578,,,,,,,Timothy,,,,Devine,,,FALSE,,Governor,Republican Party,floridaofficial-69578,,9,1,9,12003,Baker,,,,Florida,FL,,,24,0.0070505,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997744,floridaofficial-72545,,,,,,,Bob,,,,Langford,,,FALSE,,Governor,Republican Party,floridaofficial-72545,,9,1,9,12003,Baker,,,,Florida,FL,,,25,0.0073443,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997745,floridaofficial-70102,,,,,,,John,,,,Mercadante,,,FALSE,,Governor,Republican Party,floridaofficial-70102,,9,1,9,12003,Baker,,,,Florida,FL,,,3,0.00088132,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997746,floridaofficial-69731,,,,,,,Bruce,,,,Nathan,,,FALSE,,Governor,Republican Party,floridaofficial-69731,,9,1,9,12003,Baker,,,,Florida,FL,,,19,0.0055817,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997747,floridaofficial-69783,,,,,,,Adam,,,,Putnam,,,FALSE,,Governor,Republican Party,floridaofficial-69783,,9,1,9,12003,Baker,,,,Florida,FL,,,1564,0.45946,
floridaofficial-160001-12003,160001,Republican Primary,Republican Primary,997748,floridaofficial-69828,,,,,,,Bob,,,,White,,,FALSE,,Governor,Republican Party,floridaofficial-69828,,9,1,9,12003,Baker,,,,Florida,FL,,,50,0.014689,
floridaofficial-160001-12005,160001,Republican Primary,Republican Primary,997749,floridaofficial-69791,,,,,,,Don,,,,Baldauf,,,FALSE,,Governor,Republican Party,floridaofficial-69791,,44,1,44,12005,Bay,,,,Florida,FL,,,107,0.0055709,
floridaofficial-160001-12005,160001,Republican Primary,Republican Primary,997750,floridaofficial-70276,,,,,,,Ron,,,,DeSantis,,,FALSE,,Governor,Republican Party,floridaofficial-70276,,44,1,44,12005,Bay,,,,Florida,FL,,,10073,0.52444,
floridaofficial-160001-12005,160001,Republican Primary,Republican Primary,997751,floridaofficial-69578,,,,,,,Timothy,,,,Devine,,,FALSE,,Governor,Republican Party,floridaofficial-69578,,44,1,44,12005,Bay,,,,Florida,FL,,,144,0.0074973,
floridaofficial-160001-12005,160001,Republican Primary,Republican Primary,997752,floridaofficial-72545,,,,,,,Bob,,,,Langford,,,FALSE,,Governor,Republican Party,floridaofficial-72545,,44,1,44,12005,Bay,,,,Florida,FL,,,158,0.0082262,
floridaofficial-160001-12005,160001,Republican Primary,Republican Primary,997753,floridaofficial-70102,,,,,,,John,,,,Mercadante,,,FALSE,,Governor,Republican Party,floridaofficial-70102,,44,1,44,12005,Bay,,,,Florida,FL,,,75,0.0039048,
floridaofficial-160001-12005,160001,Republican Primary,Republican Primary,997754,floridaofficial-69731,,,,,,,Bruce,,,,Nathan,,,FALSE,,Governor,Republican Party,floridaofficial-69731,,44,1,44,12005,Bay,,,,Florida,FL,,,105,0.0054668,
